density,nelements,avg_electronegativity,avg_atomic_mass,vol_per_site,band_gap,avg_ve,range_ve,avg_group,std_group,avg_period,max_en,min_en,range_en,avg_rad,range_rad,n_unique,total_ve,density_ve_ratio
5.92560400502563,3,2.93272727272727,47.2374727272727,13.237413233243728,1.9011,5.090909090909091,5.0,13.272727272727273,3.9101478486557397,3.090909090909091,3.44,1.93,1.51,97.9090909090909,71.0,3.0,56.0,1.1415349221590532
4.76119250714559,4,2.87666666666666,41.3416436666666,14.41853365158571,1.16679999999999,5.333333333333333,9.0,14.5,2.254624876411447,2.9166666666666665,3.44,1.93,1.51,96.33333333333333,71.0,4.0,64.0,0.8762930994746485
4.99759738747635,4,2.75124999999999,38.9644627499999,12.946623665122416,1.3274,4.0,5.0,12.75,4.892596447695231,2.75,3.44,1.93,1.51,90.875,107.0,4.0,32.0,1.2189261920674026
5.79337004701897,3,2.28333333333333,80.5983603333333,23.10170504407354,1.18659999999999,4.166666666666667,5.0,14.166666666666666,2.266911751455907,4.166666666666667,2.55,1.93,0.6199999999999999,124.83333333333333,34.0,3.0,25.0,1.3578211047700712
4.59844283304143,3,3.0090909090909,35.6238363636363,12.864087720942363,2.30159999999999,5.090909090909091,5.0,15.090909090909092,1.928473039599675,2.727272727272727,3.44,1.93,1.51,91.18181818181819,71.0,3.0,56.0,0.8858646438433578
5.42736785948786,3,2.88571428571428,44.5427142857142,13.628137822743714,1.2289,4.571428571428571,5.0,14.571428571428571,2.2587697572631282,3.0,3.44,1.93,1.51,97.42857142857143,71.0,3.0,32.0,1.1618218659454136
6.00462026596979,3,2.78833333333333,57.1157666666666,15.79499746325625,1.7022,4.333333333333333,5.0,14.333333333333334,2.357022603955158,3.3333333333333335,3.44,1.93,1.51,104.0,71.0,3.0,26.0,1.3544256239029604
6.55140486997998,3,2.78833333333333,57.1157666666666,14.476736478827874,2.09349999999999,4.333333333333333,5.0,14.333333333333334,2.357022603955158,3.3333333333333335,3.44,1.93,1.51,104.0,71.0,3.0,26.0,1.4777604969879656
5.76688648536977,3,2.88142857142857,51.242,14.754814936375642,0.426399999999999,4.571428571428571,5.0,14.571428571428571,2.2587697572631282,3.142857142857143,3.44,1.93,1.51,99.57142857142857,71.0,3.0,32.0,1.234501694115853
3.23977150000688,4,3.118,28.7607933333333,14.741292994369278,2.4602,5.0,5.0,15.0,1.8708286933869707,2.9166666666666665,3.44,1.93,1.51,95.25,71.0,4.0,60.0,0.6352493137268392
5.36160031884935,4,2.2675,82.91205,25.67865747710925,0.015699999999999,4.0,5.0,14.0,2.179449471770337,4.125,2.58,1.93,0.6500000000000001,123.375,49.0,4.0,32.0,1.307707394841305
7.10253701739416,3,2.81714285714285,58.1905714285714,13.604676318937667,0.0001,4.571428571428571,5.0,14.571428571428571,2.2587697572631282,3.2857142857142856,3.44,1.93,1.51,103.28571428571429,71.0,3.0,32.0,1.5204207682495146
5.14624748589709,3,2.28333333333333,73.2552333333333,23.637257461140834,1.2999,4.333333333333333,5.0,14.333333333333334,2.357022603955158,4.0,2.58,1.93,0.6500000000000001,122.83333333333333,42.0,3.0,26.0,1.16080770358581
4.03587786353666,3,3.483125,39.1566899,16.1107980707605,0.099399999999999,5.75,6.0,15.75,2.331844763272204,2.6875,3.98,1.93,2.05,87.6875,73.0,3.0,92.0,0.6898936518866086
4.65831079846121,3,3.483125,39.1566899,13.958109733504687,0.153999999999999,5.75,6.0,15.75,2.331844763272204,2.6875,3.98,1.93,2.05,87.6875,73.0,3.0,92.0,0.7962924441814035
6.6302881172569,3,2.71625,57.815475,14.479741029904876,9.9999999999989e-05,4.0,5.0,14.0,2.345207879911715,3.375,3.44,1.93,1.51,105.375,71.0,3.0,32.0,1.6171434432333904
5.3938904232507,3,2.24428571428571,70.6744571428571,21.757523399174715,1.62779999999999,3.7142857142857144,5.0,13.714285714285714,2.3733211036908783,4.0,2.58,1.93,0.6500000000000001,122.42857142857143,42.0,3.0,26.0,1.4141285753840787
4.84172415626526,3,2.28625,65.848275,22.583614757199186,0.3576,4.0,5.0,14.0,2.345207879911715,3.875,2.58,1.93,0.6500000000000001,119.875,42.0,3.0,32.0,1.180908330796405
6.33106775886224,3,2.23142857142857,90.7723142857142,23.808144183282145,0.9037,3.7142857142857144,5.0,13.714285714285714,2.3733211036908783,4.428571428571429,2.55,1.93,0.6199999999999999,128.85714285714286,27.0,3.0,26.0,1.6598304985781152
8.91809113885892,3,2.23833333333333,113.0818615,21.055722106987417,0.023499999999999,2.6666666666666665,5.0,12.666666666666666,2.357022603955158,4.833333333333333,2.55,1.93,0.6199999999999999,135.0,27.0,3.0,16.0,3.2234064357321395
5.36751396852478,2,3.42090909090909,43.2356205090909,13.375733597535408,0.306899999999999,5.363636363636363,6.0,15.363636363636363,2.6721706284907394,2.8181818181818183,3.98,1.93,2.05,90.9090909090909,73.0,2.0,59.0,0.9824068827582794
